Name,Palette,Threadcount,Origin URL
Hunter (1775),S#C8002C SCARLET; AA#789484 ANC AZURE; LT#A08858 LIGHT BROWN; G#006818 GREEN; E#4C3428 DRAB; Y#E8C000 YELLOW; DW#B8B8B8 OFF WHITE; DB#202060 DARK BLUE; LB#2888C4 LIGHT BLUE; LR#D05054 ROSE; R#C80000 RED; W#F0E0C4 WHITE;,S60 LR8 AA12 LT8 LR8 S32 W4 LR8 W4 LT8 DB36 AA12 Y6 W4 LT8 W4 Y6 AA12 DB36 LT8 W4 LR8 S24 AA4 S24 LR6 W4 G20 W4 G4 Y8 G4 W4 AA16 W8 AA16 W4 G4 Y8 G4 W4 G20 W4 LR8 S24 AA4 S24 LR8 W4 G20 LT8 W8 LT8 G20 W4 AA12 W4 DB24 W4 DB24 W4 AA12 W4 LR8 S24 W4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1789
Hunter (USA),YT#D8B000 TAN YELLOW; DG#003820 DARK GREEN; DB#202060 DARK BLUE; CW#FCFCFC CLEAR; XR#C80000 BASIC RED;,YT/6 DG8 DB4 DG28 CW4 XR28 DB4 XR28 DG28 XR4 DG/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1790
Hunter (Wilsons),W#E0E0E0 WHITE; SCR#C8002C SCARLET; K#101010 BLACK; A#5C8CA8 AZURE; G#006818 GREEN; LG#289C18 LIGHT GREEN; Y#E8C000 YELLOW;,W/4 SCR16 W4 K30 W4 A10 W4 G40 LG4 G40 LG6 Y6 SCR4 W4 SCR4 Y6 LG6 G40 W4 SCR64 W4 G40 W4 A10 W4 LG8 K30 W4 SCR16 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1791
Hunter Graham,K#101010 BLACK; R#C80000 RED; W#E0E0E0 WHITE; DP#440044 DARK PURPLE; HG#285800 HUNTING GREEN; DB#1C1C50 DARK BLUE; P#543858 PURPLE;,K/20 HG18 W4 HG18 K20 R2 DB16 P24 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10018
Hunter of Bute (Personal),WW#F8F8F8 WILSON WHITE; K#101010 BLACK; G#006818 GREEN; M#901C38 MARROON;,M24 G12 K12 G4 K2 G2 K12 M48 WW4 M48 K12 G2 K2 G4 K12 G12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1792
Hunter of Hunterston,RB#00008C BLUE; G#007800 GREEN; DR#8C0000 RED; MY#D8D078 YELLOW; LN#C8C8C8 WHITE; WW#FCFCFC WILSON WHITE; B#2C2C80 BLUE; R#C80000 RED;,MY6 G8 R4 G28 WW4 B28 R4 B28 G28 B4 G10 B4 G28 B28 R4 B28 WW4 G28 R4 G8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1793
Hunter of Peebleshire,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE;,G32 K4 G32 K32 R4 B32 WW4 B32 R4 K32 R4 K32 R4 B32 WW4 B32 R4 K32 G32 K4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1794
"Hunting, The",B#00688B BLUE; K#101010 BLACK; G#006B54 GREEN; Y#FFE600 GOLD;,B/44 K4 B4 K4 B4 K50 G34 Y2 G8 Y6 G/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10220
Huntley Fire Protection District,R#9E0508 RED; K#101010 BLACK; B#2F2F4F BLUE; W#FFFFFF WHITE; Y#FFD700 YELLOW;,K/22 B28 K8 B28 K24 R26 K6 R6 W4 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10195
Huntly,CW#FCFCFC CLEAR; DG#003820 DARK GREEN; DP#440044 DARK PURPLE; R#C80000 RED; YT#D8B000 TAN YELLOW;,DG16 R4 DG16 R24 DG4 R6 DG4 R24 CW2 R6 YT2 DP24 R6 DP24 YT2 R6 CW2 R24 DP2 R2 DP4 R2 DP2 R24 DP2 R2 DP4 R2 DP2 R24 DG16 R4 DG16 R4 DG16 R24 DP2 R2 DP4 R2 DP2 R24 DP2 R2 DP4 R2 DP2 R24 CW2 R6 YT2 DP24 R6 DP24 YT2 R6 CW2 R24 DG4 R6 DG4 R24 DG16 R4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1795
Huntly #2,PP#6000DC PURPLE; SW#B0B0B0 SOFT WHITE; LC#F03000 GOV CRIMSON; KK#000000 BLACK; AZ#94ACFC AZURE; DG#004C00 DARK GRN; DR#8C0000 DARK RED;,PP32 SW4 LC14 SW4 KK28 AZ12 SW4 PP30 SW4 DG34 AZ12 DG12 DR16 KK12 DR16 KK4 DR16 KK12 DR16 DG12 AZ12 DG34 SW4 PP30 SW4 AZ12 KK28 SW4 LC14 SW4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1796
Huntly #3,DT#441800 DARK BROWN; DW#B8B8B8 OFF WHITE; K#101010 BLACK; E#4C3428 DRAB; DO#B84C00 DARK ORANGE; T#604000 BROWN;,T8 DW4 T20 K16 E20 DO4 E20 K16 T20 DW4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1797
Huntly Gordon 2000,BL#1474B4 BALMORAL BLUE; K#101010 BLACK; DG#003820 DARK GREEN; NB#003C64 NAVY BLUE; R#C80000 RED; Y#E8C000 YELLOW; B#2C2C80 BLUE; G#006818 GREEN;,R4 NB6 BL24 K22 G22 Y4 G22 K22 BL24 NB6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1798
Hutcheson,AA#789484 ANC AZURE; AG#00643C ANC GREEN; AS#CC4438 ANC SCARLET; AY#DC943C ANC YELLOW; NB#003C64 NAVY BLUE;,AG60 AY6 AG8 AY6 AG60 AS60 AA8 NB16 AA8 AS60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4847
Hutchesons' Grammar School,BN#14283C BLUE GREY; AB#1870A4 ANC BLUE; N#888888 GRAY; BG#0098A0 TEAL; R#C80000 RED; NB#003C64 NAVY BLUE; A#5C8CA8 AZURE; AA#789484 ANC AZURE; B#2C2C80 BLUE;,BN8 R6 BN60 B60 N8 A16 N8 B60 BN60 R6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1799
Hutt #1 (Personal),DG#003820 DARK GREEN; DN#5C5C5C DARK GREY; LN#C0C0C0 LIGHT GRAY; R#C80000 RED; Y#E8C000 YELLOW;,Y4 DG28 Y8 R4 DN16 LN60 DN4 Y8 DN4 Y8 DN8 Y8 DN4 Y8 DN4 LN60 DN16 R4 Y8 DG28,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1800
Hutton,K#101010 BLACK; G#006818 GREEN; DB#1C1C50 DARK BLUE; R#C80000 RED; DBG#005448 DARK BLUE GREEN; DG#005030 DARK GREEN; VDB#00004C MIDNIGHT;,K/12 DG42 VDB12 DG42 VDB96 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1801
Hydesville Tower,RB#1C0070 ROYAL BLUE; DG#003820 DARK GREEN; W#E0E0E0 WHITE; DY#E8C000 YELLOW; XR#C80000 RED; K#101010 BLACK; AK#1C1C1C ANC BLACK; DB#202060 DARK BLUE; HG#285800 HUNTING GREEN;,W4 DB30 DY4 DB4 XR4 DB12 HG60 DB12 XR4 DB4 DY4 DB30,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1802
Hydro-Electric,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; WW#FCFCFC WILSON WHITE; R#C80000 RED; B#2C2C80 BLUE;,R4 B44 K16 WW20 K4 R12 K4 WW20 K16 B44,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1803
Hyland Day (Personal),AY#DC943C ANC YELLOW; BR#B03000 BRICK RED; T#604000 BROWN; DT#441800 DARK BROWN; DOG#604000 DARK OLIVE;,AY6 DT4 T58 DT12 DOG8 BR52 DOG4 BR6 DOG4 BR52 DOG8 DT12 T58 DT4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1804
Hyland Evening (Personal),P#780078 PURPLE; DP#440044 DARK PURPLE; K#101010 BLACK; BR#B03000 BRICK RED; S#C8002C SCARLET; AY#DC943C ANC YELLOW;,DP6 AY4 S38 BR8 P12 K72 P4 AY6 P4 K72 P12 BR8 S38 AY4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1805
Hynde (Sir John),K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; PH#6C0070 HEATHER; LN#C0C0C0 LIGHT GRAY;,G/56 DR4 G56 DR14 LN4 DR14 LN4 DR14 K10 PH8 LN/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1806
Hyndman,K#101010 BLACK; CW#FCFCFC CLEAR; DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE; BL#1474B4 BALMORAL BLUE; Y#E8C000 YELLOW; R#C80000 RED; WW#FCFCFC WILSON WHITE;,BL16 R8 BL12 R16 BL32 G16 Y8 G8 K8 BL24 R16 BL8 R8 WW8 R8 BL8 R16 BL24 K8 G8 Y8 G16 BL32 R16 BL12 R8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1807
Héritage Séquane,R#AF011C RED; W#FFFFFF WHITE; B#2B0064 BLUE; K#101010 BLACK; G#004A2F GREEN; Y#D5AA02 GOLD;,B/5 R2 Y7 R2 B42 G28 K5 B10 K15 G5 W3 R/3,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10617
IAPD,P#9932CC MAUVE; W#FFFFFF WHITE; G#008080 TURQUOISE; K#101010 BLACK;,K/16 W14 K4 W6 K4 W6 K4 W6 K4 W14 G36 P54 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10395
Ibrox,K#101010 BLACK; B#2C2C80 BLUE; R#C80000 RED; W#E0E0E0 WHITE;,B/8 K8 B72 K52 W8 B40 K28 R16 B8 R8 B/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1809
Idaho,W#E0E0E0 WHITE; B#2C2C80 BLUE; T#604000 BROWN; G#006818 GREEN; R#C80000 RED;,B24 R4 B4 R4 B4 G20 W24 T6 W24 G20 B22 R4 B4 R4 B22 G20 W24 T6 W24 G20 B4 R4 B4 R4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1810
Ikelman #2 (Personal),K#101010 BLACK; DN#5C5C5C DARK GREY; DR#880000 DARK RED; MY#D09800 M YELLOW;,DN/44 K16 DR16 MY16 DN/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1812
Ikelman #3 (Personal),K#101010 BLACK; DN#5C5C5C DARK GREY; DR#880000 DARK RED; MY#D09800 M YELLOW;,DN44 K16 DR16 MY16 DN44 MY16 DR16 K16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1813
Ikelman #4 (Personal),K#101010 BLACK; DR#880000 DARK RED; MY#D09800 M YELLOW;,DR/44 K16 DR16 MY16 DR/44,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1814
Ikelman #5 (Personal),DR#880000 DARK RED; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; RB#1C0070 ROYAL BLUE; W#E0E0E0 WHITE;,DR40 RB60 G8 RB8 W4 RB4 W4 RB4 W4 RB8 G8 RB60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1815
Ikelman #6 (Personal),K#101010 BLACK; DG#003820 DARK GREEN; DP#440044 DARK PURPLE; LN#C0C0C0 LIGHT GRAY; R#C80000 RED; YT#D8B000 TAN YELLOW; W#E0E0E0 WHITE;,R/32 DG4 R6 DG4 R26 DP24 W4 DP24 R26 K26 R4 YT/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1816
Ikelman (Personal),DB#202060 DARK BLUE; LN#C0C0C0 LIGHT GRAY; W#E0E0E0 WHITE;,W32 DB64 W8 DB8 W4 DB4 W4 DB8 W8 DB64,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1811
Illinois St.Andrews Society,DB#202060 DARK BLUE; DR#880000 DARK RED; DW#B8B8B8 OFF WHITE; WG#408060 WTHRD GREEN; A#5C8CA8 AZURE;,DB12 DR6 A48 DB24 DW12 A12 DR4 A12 DW12 A24 DB4 DR4 DB12 DR4 DB4 A24 DW12 A12 DR4 A12 DW12 DB24 A48 DR6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1817
Immanuel Presbyterian Church (Milwaukee),RB#0000CD ROYAL BLUE; SB#82CFFD SKY BLUE; K#101010 BLACK; R#FF0000 SCARLET;,SB/6 RB32 SB4 RB12 SB4 K28 R4 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10297
Inches of Perth,A#5C8CA8 AZURE; K#101010 BLACK; T#604000 BROWN; C#A00048 CRIMSON; P#780078 PURPLE; Y#E8C000 YELLOW;,T88 Y4 K8 P4 T30 C12 K6 A6 Y4 A6 K6 C12 T30 P4 K8 Y4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1819
Inchforth (Personal),DN#383F44 MIRAGE; N#8B8D8E ALUMINIUM; G#B6DF1A INCH WORM; DG#608C36 VIDA LOCA; W#FFFFFF WHITE;,N/8 DG4 N14 DN60 N16 DN14 G10 DG2 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10575
Incorporation of Weavers (Glasgow),Y#E8C000 YELLOW; W#E0E0E0 WHITE; ALB#48A4C0 ANDERSON BLUE; K#101010 BLACK; G#006818 GREEN; B#2C2C80 BLUE; RB#1C0070 ROYAL BLUE; N#888888 GRAY;,RB/6 N6 RB72 B14 K6 B12 G10 K2 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1820
Independence,K#101010 BLACK; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; BB#3850C8 OLD BLUE;,K/4 MY4 BB32 MY4 K4 MY4 LN4 MY4 LN30 MY2 K4 MY/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1821
Inder,W#F8F8F8 WHITE; K#101010 BLACK; P#780078 PURPLE; R#C80000 RED;,R/4 P16 K16 W2 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5411
"Indiana ""Cardinal""",B#2C4084 BLUE; Y#E8C000 YELLOW; G#005020 MOD GREEN; R#DC0000 RED; LT#BE7832 BROWN;,B/32 Y4 G48 R40 LT8 R24 LT8 R/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5874
Indiana 'Cardinal',TK#8C7038 KHAKI; DG#003820 DARK GREEN; DR#880000 DARK RED; MY#D09800 M YELLOW; CC#EC34C4 ALAZARIN; G#006818 GREEN; DB#1C1C50 DARK BLUE;,DB32 MY4 G48 DR40 TK8 DR24 TK8 DR16 TK8 DR24 TK8 DR40 G48 MY4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5393
Indianapolis MPD Emerald Society,R#C80000 RED; B#2C2C80 BLUE; G#006818 GREEN; T#604000 BROWN; N#888888 GRAY; Y#E8C000 YELLOW;,B/24 G10 T5 R5 N2 R5 G10 T5 B4 T5 G10 R5 Y2 R5 G10 T5 B/67,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1822
Indigo Blue,K#101010 BLACK; B#2C2C80 BLUE; DB#202060 DARK BLUE; LB#2888C4 LIGHT BLUE;,DB8 LB10 K2 LB2 K2 LB10 DB36 K2 B8 K2 DB18 K2 B8 K2 DB36 LB10 K2 LB2 K2 LB10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1823
Ingenico,Y#E8C000 YELLOW; R#C80000 RED; G#006818 GREEN; ALB#48A4C0 ANDERSON BLUE; A#5C8CA8 AZURE; LG#289C18 LIGHT GREEN;,ALB/100 R8 ALB24 Y46 R8 LG/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1824
Inglis,G#006818 GREEN; MY#D09800 M YELLOW; DW#B8B8B8 OFF WHITE; R#C80000 RED; RB#1C0070 ROYAL BLUE;,DW/8 G48 RB20 R6 RB24 MY/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1825
Initial City Link,Y#E8C000 YELLOW; G#006818 GREEN; K#101010 BLACK; W#E0E0E0 WHITE;,Y/4 G6 K4 G14 K4 Y4 K4 W4 K8 G14 K/100,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5429
Initial City Link #2,W#E0E0E0 WHITE; K#101010 BLACK; MG#003C14 GREEN; G#005020 MOD GREEN; Y#E8C000 YELLOW;,K/100 MG14 K8 W4 K4 Y4 K4 MG14 K4 G6 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5925
Inkster,T#604000 BROWN; G#006818 GREEN; RB#1C0070 ROYAL BLUE;,RB12 T4 RB4 T6 RB20 G50 RB20 T6 RB4 T4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1826
Inman (2016),R#DC0000 RED; G#005020 GREEN; K#101010 BLACK; Y#E0A126 GOLD;,R/4 G48 K4 G24 Y12 K2 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11586
Innes,R#C80000 RED; G#007800 GREEN; K#101010 BLACK; B#00008C BLUE; W#FFFFFF WHITE; Y#E8C000 YELLOW; A#82CFFD LIGHT BLUE;,R/24 K4 R4 K4 R4 K24 A7 K24 R4 K4 R4 K4 R24 Y4 R6 B12 R6 K4 G20 K4 R6 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=6022
Innes (D C Stewart),K#101010 BLACK; R#C80000 RED; W#FCFCFC WHITE; Y#E8C000 YELLOW; B#2C2C80 BLUE; G#006818 GREEN;,K/4 G24 R4 K4 R4 K4 R32 Y4 R6 B12 R6 K2 G16 K2 R6 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1828
Innes (Miniature),A#3C82AF LIGHT BLUE; K#101010 BLACK; G#005020 GREEN;,K/12 A2 G14 K/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1827
Innes (of Moray),K#000000 BLACK; G#004C00 GREEN; A#5C8CA8 AZURE; W#FCFCFC WHITE; R#C80000 RED; B#2C2C80 BLUE; Y#E8C000 YELLOW;,A/8 K44 R6 K6 R6 K6 R44 Y6 R8 B12 R8 K6 G36 K6 R12 W/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5309
Innes Dress,A#3C82AF BLUE; K#101010 BLACK; R#DC0000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW; B#2C4084 BLUE; G#005020 MOD GREEN;,A/8 K24 R4 K4 R4 K4 W24 Y4 W6 B12 W6 K4 G24 K4 W6 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1830
Innes Hunting,K#101010 BLACK; G#006818 GREEN; LB#98C8E8 LIGHT BLUE;,K/10 G72 LB14 K/60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1831
Innes of Cowie,K#101010 BLACK; W#FCFCFC WHITE; R#880000 RED; G#006818 GREEN; B#1C0070 BLUE;,B4 K24 R4 K4 R4 K4 R24 W4 R8 G12 R8 K4 G20 K4 R8 W4 R8 K4 G20 K4 R8 G12 R8 W4 R24 K4 R4 K4 R4 K24 G4 K24 R4 K4 R4 K4 R24 W4 R8 G12 R8 K4 G20 K4 R8 W4 R8 K4 G20 K4 R8 G12 R8 W4 R24 K4 R4 K4 R4 K24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1832
Innes of Learney Hunting (Personal),K#101010 BLACK; T#604000 BROWN; DG#003820 DARK GREEN; MY#D09800 M YELLOW; DW#B8B8B8 OFF WHITE; RB#1C0070 ROYAL BLUE; SB#A8ACE8 SKY BLUE; G#006818 GREEN; WW#F8F8F8 WILSON WHITE; A#5C8CA8 AZURE;,A6 K36 T6 K6 T6 K6 T36 MY6 T6 RB16 T6 RB6 G30 K6 T6 WW6 T6 K6 G30 RB6 T6 RB16 T6 MY6 T36 K6 T6 K6 T6 K36,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1833
Inspiration,R#C8002C RED; DN#14283C DARK GREY; B#5F749C BLUE; G#C4BC68 GREEN; Y#E0A126 GOLD;,R/10 B24 G22 DN42 Y/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10893
Integrated Landscape Management (ILM),Y#FFE600 YELLOW; K#101010 BLACK; R#FF0000 RED; DR#AF0013 DDARK RED; DG#31694A DARK GREEN;,Y/6 K2 R8 K4 DR64 DG14 K63 R4 K4 R8 K2 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10228
Intergen,K#101010 BLACK; DB#202060 DARK BLUE; GO#BC8C00 DARK GOLD; S#C8002C SCARLET; DY#E8C000 GOLD; AL#48A4C0 ANDERSON BLUE; LB#2888C4 LIGHT BLUE;,AL66 S2 AL8 S2 AL66 K60 DY6 K8 DY6 K60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1835
International Highland Games Fed.,W#E0E0E0 WHITE; G#006818 GREEN; R#C80000 RED; B#2C2C80 BLUE;,W/24 G40 R40 B/104,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5768
International Karate Alliance,DR#880000 DARK RED; W#E0E0E0 WHITE; K#101010 BLACK;,DR/160 W20 K/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5577
International Pairs,W#E0E0E0 WHITE; B#2C2C80 BLUE; GO#BC8C00 DARK GOLD; AG#007460 ANC GREEN; R#C80000 RED;,W/4 B46 GO16 AG20 R4 W4 R4 AG12 GO12 B/68,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5661
International Police Association,AA#789484 ANC AZURE; ZZ#808080 MISSING COLOUR; BN#14283C BLUE GREY; DB#202060 DARK BLUE; NB#003C64 NAVY BLUE; LB#2888C4 LIGHT BLUE; LSB#98C8E8 LIGHT SKY; FSB#2474E8 FS BLUE; Y#E8C000 YELLOW; R#C80000 RED; SB#A8ACE8 SKY BLUE;,R8 LSB4 R4 LSB40 NB4 LSB4 NB48 LSB4 NB8 Y8 NB8 LSB4 NB48 LSB4 NB4 LSB40 R4 LSB4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1836
Inverary,RB#1C0070 ROYAL BLUE; OG#5C6428 OLIVE GREEN; DR#880000 DARK RED; MY#D09800 M YELLOW; K#101010 BLACK; LN#C0C0C0 LIGHT GRAY;,OG/20 K2 RB26 K6 LN18 MY/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1838
Inverclyde,B#2C2C80 BLUE; DB#202060 DARK BLUE; DN#5C5C5C DARK GREY; G#006818 GREEN; LB#2888C4 LIGHT BLUE; R#C80000 RED; W#E0E0E0 WHITE;,W6 DB10 B4 DB18 DN20 LB4 DN8 LB4 G20 R66 W4 R66 G20 LB4 DN8 LB4 DN20 DB18 B4 DB10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4897
Inverclyde Green,B#2C2C80 BLUE; DB#202060 DARK BLUE; DN#5C5C5C DARK GREY; G#006818 GREEN; LB#2888C4 LIGHT BLUE; R#C80000 RED; W#E0E0E0 WHITE; WG#408060 WTHRD GREEN; K#101010 BLACK; WW#F8F8F8 WILSON WHITE; FSB#2474E8 FS BLUE; P#780078 PURPLE;,WW6 DB10 FSB4 DB18 P20 K4 P8 K4 G20 WG66 WW4 WG66 G20 K4 P8 K4 P20 DB18 FSB4 DB10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1839
Inverness,K#101010 BLACK; CW#FCFCFC CLEAR; DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE; B#2C2C80 BLUE; G#006818 GREEN;,R144 B12 WW4 B24 G4 K4 G4 R36 G4 K4 G4 B24 WW4 B12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1840
Inverness #2,R#DC0000 RED; B#2C4084 BLUE; W#E0E0E0 WHITE; Y#E8C000 YELLOW; K#101010 BLACK;,R/228 B20 W6 B32 Y6 K6 Y6 R/56,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1841
Inverness Augustus,M#781C38 RED; G#005020 MOD GREEN; K#101010 BLACK;,M/36 G2 K10 G2 K2 G2 M/18,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1842
Inverness Caledonian Thistle Football Club,BZ#000050 MOD BLUE; R#8C0000 RED; K#000000 BLACK; BW#FCFCFC BRIGHT WHITE;,K/42 BZ6 K24 R4 BZ24 K4 BZ24 BW/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1843
Inverness Cathedral,R#C80000 RED; K#101010 BLACK; Y#E8C000 YELLOW; W#E0E0E0 WHITE; B#2C2C80 BLUE; DN#5C5C5C DARK GREY;,R/144 B12 Y2 B24 K8 W2 DN8 W2 K/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5656
Inverness County (Canada),WW#FCFCFC WILSON WHITE; K#101010 BLACK; G#006818 GREEN; R#C80000 RED; Y#E8C000 YELLOW; B#2C2C80 BLUE; LSB#98C8E8 LIGHT SKY; W#E0E0E0 WHITE;,LSB/72 Y8 LSB8 Y4 R12 G12 R8 G8 R4 K8 LSB12 W28 LSB8 W8 LSB4 W/16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1844
Inverness Earl of,R#DC0000 RED; B#2C4084 BLUE; Y#E8C000 YELLOW; G#005020 MOD GREEN;,R/84 B8 Y2 B12 G2 B2 G2 R/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1845
Inverness Fencibles,B#2C2C80 BLUE; G#006818 GREEN; R#C80000 RED;,B2 R2 B20 G20 R26 G4 R26 G20 R2 B2 R2 B20 R2 B2 R2 G20 R26 G4 R26 G20 B20 R2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1846
Inverness Hunting,CW#FCFCFC CLEAR; DR#880000 DARK RED; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,RB122 DR12 CW4 DR16 MY4 RB6 MY4 RB30 MY4 RB6 MY4 DR16 CW4 DR12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4956
Invertere (Daks #1),DB#202060 DARK BLUE; LT#A08858 LIGHT BROWN; DG#003820 DARK GREEN; C#A00048 CRIMSON;,C6 DG12 LT4 DB4 LT22 DG4 LT4 C6 LT4 DG4 LT22 DB4 LT4 DG12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1847
Iowa,T#604000 BROWN; R#C80000 RED; WW#F8F8F8 WILSON WHITE; B#2C2C80 BLUE; LT#A08858 LIGHT BROWN; K#101010 BLACK; G#006818 GREEN; Y#E8C000 YELLOW;,R8 Y6 G24 K32 T10 B40 K8 WW4 K8 B40 T10 K32 G24 Y6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1850
Iowa Dress,T#604000 BROWN; R#C80000 RED; WW#F8F8F8 WILSON WHITE; B#2C2C80 BLUE; LT#A08858 LIGHT BROWN; K#101010 BLACK; G#006818 GREEN; Y#E8C000 YELLOW;,R8 Y6 WW24 K32 G10 B40 K8 WW4 K8 B40 G10 K32 WW24 Y6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1851
Irish Diaspora,K#101010 BLACK; DB#202060 DARK BLUE; DO#B84C00 DARK ORANGE; G#006818 GREEN; LG#289C18 LIGHT GREEN; W#E0E0E0 WHITE; BL#1474B4 BALMORAL BLUE; AB#1870A4 ANC BLUE;,AB28 K6 AB28 K20 G80 K2 LG6 K2 W6 K2 DO6 K2 G80 K20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1853
